test,cost
random_try_0,805220
random_try_0,778696
random_try_0,291964
random_try_1,754840
random_try_2,988628
random_try_3,369742
random_try_4,513638
random_try_5,384230
random_try_6,488706
random_try_7,1337032
random_try_8,350626
random_try_9,591436
random_try_0,215958
random_try_1,366332
random_try_2,384122
random_try_3,499974
random_try_4,458020
random_try_5,374834
random_try_6,725648
random_try_7,347028
random_try_8,217348
random_try_9,668974
random_try_0,661642
random_try_1,450402
random_try_2,850820
random_try_3,206480
random_try_4,667740
random_try_5,142672
random_try_6,1040640
random_try_7,497752
random_try_8,200712
random_try_9,82402
random_try_0,720590
random_try_1,590668
random_try_2,1068192
random_try_3,351852
random_try_4,272658
random_try_5,850852
random_try_6,529776
random_try_7,622272
random_try_8,618838
random_try_9,479316
random_try_0,316216
random_try_1,126684
random_try_2,264350
random_try_3,924332
random_try_4,327670
random_try_5,421298
random_try_6,451142
random_try_7,224070
random_try_8,200354
random_try_9,854036
random_try_0,93500
random_try_1,435510
random_try_2,840070
random_try_3,372400
random_try_4,448898
random_try_5,538810
random_try_6,419454
random_try_7,566046
random_try_8,770282
random_try_9,738854
random_try_0,367632
random_try_1,521458
random_try_2,173768
random_try_3,404044
random_try_4,164714
random_try_5,786680
random_try_6,115826
random_try_7,721348
random_try_8,232538
random_try_9,320622
random_try_0,391378
random_try_1,820474
random_try_2,935394
random_try_3,291344
random_try_4,731794
random_try_5,681278
random_try_6,408492
random_try_7,211158
random_try_8,198972
random_try_9,716198
random_try_0,466364
random_try_1,53964
random_try_2,79384
random_try_3,945684
random_try_4,269856
random_try_5,376962
random_try_6,241362
random_try_7,291440
random_try_8,447926
random_try_9,578032
random_try_0,421466
random_try_1,710158
random_try_2,700950
random_try_3,356696
random_try_4,299404
random_try_5,144822
random_try_6,677572
random_try_7,939370
random_try_8,538210
random_try_9,524410
random_try_0,1028932
random_try_1,906690
random_try_2,379616
random_try_3,532950
random_try_4,488034
random_try_5,227104
random_try_6,534430
random_try_7,143584
random_try_8,147756
random_try_9,202336
random_try_0,444208
random_try_1,466816
random_try_2,547734
random_try_3,841222
random_try_4,316676
random_try_5,680434
random_try_6,239922
random_try_7,302050
random_try_8,608006
random_try_9,517136
random_try_0,212096
random_try_1,288716
random_try_2,441482
random_try_3,334742
random_try_4,885000
random_try_5,898032
random_try_6,790010
random_try_7,613630
random_try_8,583508
random_try_9,426864
random_try_0,504730
random_try_1,371984
random_try_2,821844
random_try_3,1032500
random_try_4,646550
random_try_5,352136
random_try_6,525422
random_try_7,1250472
random_try_8,247842
random_try_9,151070
random_try_0,861624
random_try_1,521718
random_try_2,664624
random_try_3,780272
random_try_4,237636
random_try_5,110990
random_try_6,194122
random_try_7,363418
random_try_8,175328
random_try_9,344704
random_try_0,172298
random_try_1,295696
random_try_2,320788
random_try_3,514040
random_try_4,380168
random_try_5,235162
random_try_6,357966
random_try_7,155120
random_try_8,456210
random_try_9,148402
random_try_10,232304
random_try_11,502660
random_try_12,771970
random_try_13,424360
random_try_14,322646
random_try_15,337088
random_try_16,561896
random_try_17,1018258
random_try_18,315794
random_try_19,396194
random_try_20,1031392
random_try_21,80514
random_try_22,252188
random_try_23,233364
random_try_24,423190
random_try_25,459284
random_try_26,217146
random_try_27,794930
random_try_28,1525218
random_try_29,400486
random_try_30,358222
random_try_31,102202
random_try_32,479942
random_try_33,762540
random_try_34,647210
random_try_35,251132
random_try_36,172010
random_try_37,107388
random_try_38,284494
random_try_39,248276
random_try_40,322794
random_try_41,465362
random_try_42,215016
random_try_43,445618
random_try_44,234884
random_try_45,587994
random_try_46,424974
random_try_47,250300
random_try_48,442848
random_try_49,275728
random_try_50,436512
random_try_51,177354
random_try_52,294046
random_try_53,224998
random_try_54,445454
random_try_55,323308
random_try_56,875232
random_try_57,257024
random_try_58,220444
random_try_59,219924
random_try_60,187030
random_try_61,1039894
random_try_62,65720
random_try_63,611124
random_try_64,596816
random_try_65,256260
random_try_66,247792
