net,cost
netlist_3,562208
netlist_3,638974
netlist_3,216544
netlist_3,354456
netlist_3,528726
netlist_3,649686
netlist_3,450382
netlist_3,472648
netlist_3,920162
netlist_3,553002
netlist_3,699462
netlist_3,519090
netlist_3,535064
netlist_3,378068
netlist_3,549036
netlist_3,419090
netlist_3,389372
netlist_3,419108
netlist_3,508048
netlist_3,406516
netlist_3,444312
netlist_3,384774
netlist_3,494452
netlist_3,580826
netlist_3,534898
netlist_3,811934
netlist_3,403948
netlist_3,128152
netlist_3,292866
netlist_3,390284
netlist_3,283130
netlist_3,800234
netlist_3,448342
netlist_3,414248
netlist_3,344304
netlist_3,384212
netlist_3,363908
netlist_3,766938
netlist_3,450862
netlist_3,1018004
netlist_3,538564
netlist_3,776468
netlist_3,1085482
netlist_3,419428
netlist_3,581260
netlist_3,742410
netlist_3,991934
netlist_3,462514
netlist_3,306398
netlist_3,378292
netlist_3,520812
netlist_3,299860
netlist_3,434290
netlist_3,896702
netlist_3,635016
netlist_3,747624
netlist_3,250284
netlist_3,739658
netlist_3,619770
netlist_3,725996
netlist_3,474718
netlist_3,653644
netlist_3,458292
netlist_3,994290
netlist_3,272306
netlist_3,325930
netlist_3,744516
netlist_3,454714
netlist_3,332308
netlist_3,766466
netlist_3,514246
netlist_3,841534
netlist_3,655888
netlist_3,882904
netlist_3,647282
netlist_3,567864
netlist_3,422006
netlist_3,522144
netlist_3,410148
netlist_3,409490
netlist_3,587490
netlist_3,729078
netlist_3,643574
netlist_3,629692
netlist_3,510592
netlist_3,727426
netlist_3,322284
netlist_3,608008
netlist_3,608788
netlist_3,359712
netlist_3,139956
netlist_3,770516
netlist_3,619568
netlist_3,91148
netlist_3,717636
netlist_3,670776
netlist_3,781886
netlist_3,465452
netlist_3,822596
netlist_3,787804
