net,cost
netlist_2,577513
netlist_2,659947
netlist_2,698059
netlist_2,493353
netlist_2,285211
netlist_2,309467
netlist_2,324151
netlist_2,206569
netlist_2,567691
netlist_2,319107
netlist_2,439679
netlist_2,624435
netlist_2,410411
netlist_2,408865
netlist_2,245731
netlist_2,380335
netlist_2,419059
netlist_2,555263
netlist_2,432741
netlist_2,307367
netlist_2,219247
netlist_2,320675
netlist_2,253181
netlist_2,1043057
netlist_2,211859
netlist_2,734255
netlist_2,465349
netlist_2,262385
netlist_2,438627
netlist_2,456771
netlist_2,316313
netlist_2,357801
netlist_2,563987
netlist_2,299559
netlist_2,331153
netlist_2,477185
netlist_2,691693
netlist_2,268275
netlist_2,279405
netlist_2,502553
netlist_2,264957
netlist_2,947491
netlist_2,198387
netlist_2,384473
netlist_2,641995
netlist_2,515109
netlist_2,105039
netlist_2,495673
netlist_2,557681
netlist_2,124269
netlist_2,429575
netlist_2,239587
netlist_2,106303
netlist_2,433345
netlist_2,539235
netlist_2,206019
netlist_2,236091
netlist_2,542671
netlist_2,438847
netlist_2,673683
netlist_2,298975
netlist_2,532387
netlist_2,235105
netlist_2,471863
netlist_2,281327
netlist_2,291105
netlist_2,376647
netlist_2,347279
netlist_2,609073
netlist_2,255029
netlist_2,301725
netlist_2,679955
netlist_2,212653
netlist_2,541321
netlist_2,308509
netlist_2,572897
netlist_2,219181
netlist_2,517615
netlist_2,365451
netlist_2,398743
netlist_2,159571
netlist_2,142357
netlist_2,315397
netlist_2,186605
netlist_2,504495
netlist_2,380743
netlist_2,274337
netlist_2,467543
netlist_2,292551
netlist_2,471675
netlist_2,390729
netlist_2,295405
netlist_2,140217
netlist_2,526315
netlist_2,569495
netlist_2,550959
netlist_2,504485
netlist_2,285733
netlist_2,224417
netlist_2,140699
