net,cost
netlist_1,249044
netlist_1,124318
netlist_1,96926
netlist_1,433112
netlist_1,368800
netlist_1,223148
netlist_1,521612
netlist_1,433636
netlist_1,290576
netlist_1,200902
netlist_1,295426
netlist_1,323876
netlist_1,117282
netlist_1,22582
netlist_1,103448
netlist_1,89128
netlist_1,221468
netlist_1,121198
netlist_1,413170
netlist_1,353096
netlist_1,284850
netlist_1,157770
netlist_1,282114
netlist_1,140024
netlist_1,907608
netlist_1,216776
netlist_1,106420
netlist_1,166438
netlist_1,62710
netlist_1,162258
netlist_1,222088
netlist_1,132762
netlist_1,310392
netlist_1,139026
netlist_1,247822
netlist_1,265210
netlist_1,441194
netlist_1,310734
netlist_1,107006
netlist_1,268962
netlist_1,550482
netlist_1,53356
netlist_1,335690
netlist_1,149496
netlist_1,171794
netlist_1,228476
netlist_1,194674
netlist_1,282902
netlist_1,113416
netlist_1,348634
netlist_1,111814
netlist_1,103872
netlist_1,68990
netlist_1,815200
netlist_1,86418
netlist_1,401648
netlist_1,540404
netlist_1,268146
netlist_1,312760
netlist_1,341906
netlist_1,229914
netlist_1,215640
netlist_1,265928
netlist_1,338120
netlist_1,568728
netlist_1,123434
netlist_1,210198
netlist_1,85246
netlist_1,486776
netlist_1,179500
netlist_1,193698
netlist_1,121842
netlist_1,230400
netlist_1,255620
netlist_1,158726
netlist_1,253538
netlist_1,206382
netlist_1,307412
netlist_1,13990
netlist_1,236526
netlist_1,124174
netlist_1,450936
netlist_1,311696
netlist_1,197512
netlist_1,255788
netlist_1,243564
netlist_1,164994
netlist_1,151106
netlist_1,416814
netlist_1,90266
netlist_1,166242
netlist_1,178706
netlist_1,250912
netlist_1,291620
netlist_1,56150
netlist_1,197894
netlist_1,268792
netlist_1,380816
netlist_1,316968
netlist_1,443238
