net,cost
netlist_1,116342
netlist_1,110692
netlist_1,8178
netlist_1,26558
netlist_1,13902
netlist_1,42824
netlist_1,29584
netlist_1,70260
netlist_1,60314
netlist_1,79922
netlist_1,43150
netlist_1,50062
netlist_1,154920
netlist_1,47944
netlist_1,43182
netlist_1,52484
netlist_1,36516
netlist_1,31976
netlist_1,20848
netlist_1,35616
netlist_1,6676
netlist_1,43132
netlist_1,21734
netlist_1,11802
netlist_1,19052
netlist_1,41058
netlist_1,27456
netlist_1,11196
netlist_1,58522
netlist_1,50374
netlist_1,42218
netlist_1,50980
netlist_1,54886
netlist_1,15432
netlist_1,37734
netlist_1,63320
netlist_1,82010
netlist_1,49186
netlist_1,31080
netlist_1,40436
netlist_1,49762
netlist_1,26872
netlist_1,47684
netlist_1,33498
netlist_1,32586
netlist_1,22944
netlist_1,15122
netlist_1,28686
netlist_1,45878
netlist_1,38638
netlist_1,128688
netlist_1,33224
netlist_1,47704
netlist_1,115736
netlist_1,33510
netlist_1,19354
netlist_1,129566
netlist_1,36190
netlist_1,10606
netlist_1,22354
netlist_1,23268
netlist_1,47068
netlist_1,19044
netlist_1,37112
netlist_1,18426
netlist_1,101612
netlist_1,51872
netlist_1,30484
netlist_1,59394
netlist_1,55510
netlist_1,39546
netlist_1,28108
netlist_1,35920
netlist_1,46466
netlist_1,20850
netlist_1,44950
netlist_1,73586
netlist_1,85306
netlist_1,11490
netlist_1,63640
netlist_1,38632
netlist_1,44028
netlist_1,5176
netlist_1,76286
netlist_1,26284
netlist_1,106388
netlist_1,7890
netlist_1,72668
netlist_1,31412
netlist_1,63362
netlist_1,94062
netlist_1,107600
netlist_1,75676
netlist_1,5464
netlist_1,78692
netlist_1,136234
netlist_1,35900
netlist_1,13020
netlist_1,22954
netlist_1,61200
netlist_1,38624
netlist_1,38632
netlist_1,64852
netlist_1,75404
netlist_1,47346
netlist_1,23852
netlist_1,33492
netlist_1,22648
netlist_1,93154
netlist_1,23840
netlist_1,34998
netlist_1,70540
netlist_1,43462
netlist_1,45860
netlist_1,67844
netlist_1,69056
netlist_1,11818
netlist_1,24464
netlist_1,52792
netlist_1,35044
netlist_1,42248
netlist_1,97392
netlist_1,44350
netlist_1,32616
netlist_1,79920
netlist_1,60604
netlist_1,28994
netlist_1,110040
netlist_1,73284
netlist_1,92850
netlist_1,27504
netlist_1,67224
netlist_1,71744
netlist_1,129636
netlist_1,57286
netlist_1,64530
netlist_1,49170
netlist_1,61500
netlist_1,73570
netlist_1,90136
netlist_1,51908
netlist_1,95220
netlist_1,54886
netlist_1,72662
netlist_1,15700
netlist_1,28066
netlist_1,114222
netlist_1,7876
netlist_1,57890
netlist_1,35284
netlist_1,18746
netlist_1,50980
netlist_1,22028
netlist_1,11790
netlist_1,110636
netlist_1,65118
netlist_1,932
netlist_1,50052
netlist_1,74138
netlist_1,39816
netlist_1,111254
netlist_1,58214
netlist_1,33190
netlist_1,38028
netlist_1,47356
netlist_1,92238
netlist_1,17532
netlist_1,85938
netlist_1,40156
netlist_1,125694
netlist_1,35612
netlist_1,37706
netlist_1,44048
netlist_1,43722
netlist_1,22958
netlist_1,59702
netlist_1,36838
netlist_1,91650
netlist_1,16348
netlist_1,47084
netlist_1,18750
netlist_1,49816
netlist_1,9404
netlist_1,50988
netlist_1,61488
netlist_1,20560
netlist_1,24756
netlist_1,58256
netlist_1,48854
netlist_1,12700
netlist_1,41036
netlist_1,19332
netlist_1,32600
netlist_1,51876
netlist_1,18120
netlist_1,27772
netlist_1,31098
netlist_1,37400
netlist_1,37126
netlist_1,139878
netlist_1,16342
netlist_1,80822
netlist_1,104016
netlist_1,43432
netlist_1,50960
netlist_1,19056
netlist_1,20244
netlist_1,17534
netlist_1,18750
netlist_1,56660
netlist_1,49748
netlist_1,71468
netlist_1,59086
netlist_1,31396
netlist_1,21130
netlist_1,81702
netlist_1,78408
netlist_1,46142
netlist_1,116042
netlist_1,60314
netlist_1,31980
netlist_1,16936
netlist_1,154336
netlist_1,106736
netlist_1,28092
netlist_1,88026
netlist_1,79892
netlist_1,29276
netlist_1,31098
netlist_1,74162
netlist_1,82004
netlist_1,63290
netlist_1,59706
netlist_1,29926
netlist_1,32312
netlist_1,36234
netlist_1,92832
netlist_1,45542
netlist_1,85960
netlist_1,32578
netlist_1,31402
netlist_1,34720
netlist_1,30792
netlist_1,21784
netlist_1,45576
netlist_1,19642
netlist_1,47960
netlist_1,26568
netlist_1,17830
netlist_1,14510
netlist_1,28382
netlist_1,63334
netlist_1,37426
netlist_1,86508
netlist_1,26318
netlist_1,48246
netlist_1,80502
netlist_1,48870
netlist_1,54634
netlist_1,38030
netlist_1,111296
netlist_1,45840
netlist_1,68154
netlist_1,50980
netlist_1,43438
netlist_1,39536
netlist_1,131144
netlist_1,36530
netlist_1,8488
netlist_1,21146
netlist_1,19040
netlist_1,37128
netlist_1,54294
netlist_1,72368
netlist_1,92878
netlist_1,14202
netlist_1,80792
netlist_1,83832
netlist_1,56386
netlist_1,19936
netlist_1,42868
netlist_1,44962
netlist_1,48602
netlist_1,39234
netlist_1,24482
netlist_1,42818
netlist_1,128984
netlist_1,21756
netlist_1,27508
netlist_1,83528
netlist_1,67248
netlist_1,40736
netlist_1,32324
netlist_1,16646
netlist_1,53996
netlist_1,47992
netlist_1,9084
netlist_1,46446
netlist_1,34380
netlist_1,39538
netlist_1,23258
netlist_1,60916
netlist_1,75970
netlist_1,62416
netlist_1,17834
netlist_1,82018
netlist_1,26264
netlist_1,23862
netlist_1,9096
netlist_1,62128
netlist_1,92250
netlist_1,30178
netlist_1,35900
netlist_1,63630
netlist_1,31682
netlist_1,68456
netlist_1,40736
netlist_1,96152
netlist_1,15764
netlist_1,41402
netlist_1,1546
netlist_1,38618
netlist_1,37998
netlist_1,94402
netlist_1,106400
netlist_1,19342
netlist_1,16322
netlist_1,108866
netlist_1,92240
netlist_1,38942
netlist_1,25662
netlist_1,75056
netlist_1,52802
netlist_1,85054
netlist_1,31100
netlist_1,22976
netlist_1,60940
netlist_1,50326
netlist_1,23880
netlist_1,42552
netlist_1,73566
netlist_1,35328
netlist_1,53086
netlist_1,17542
netlist_1,66052
netlist_1,75038
netlist_1,99774
netlist_1,33190
netlist_1,40110
netlist_1,52184
netlist_1,17516
netlist_1,64558
netlist_1,52796
netlist_1,19646
netlist_1,22664
netlist_1,38912
netlist_1,57888
netlist_1,36826
netlist_1,66944
netlist_1,62446
netlist_1,68166
netlist_1,93468
netlist_1,44938
netlist_1,18742
netlist_1,96172
netlist_1,36808
netlist_1,22646
netlist_1,37730
netlist_1,36528
netlist_1,38914
netlist_1,36794
netlist_1,94652
netlist_1,62720
netlist_1,36806
netlist_1,32896
netlist_1,22046
netlist_1,18128
netlist_1,45844
netlist_1,19646
netlist_1,13910
netlist_1,58506
netlist_1,72658
netlist_1,66054
netlist_1,8792
netlist_1,45546
netlist_1,60914
netlist_1,41316
netlist_1,48288
netlist_1,33502
netlist_1,109180
netlist_1,36234
netlist_1,63664
netlist_1,24470
netlist_1,55794
netlist_1,46150
netlist_1,38352
netlist_1,45876
netlist_1,42862
netlist_1,64266
netlist_1,85620
netlist_1,48288
netlist_1,26892
netlist_1,71488
netlist_1,91960
netlist_1,21450
netlist_1,15724
netlist_1,50670
netlist_1,28092
netlist_1,55180
netlist_1,19338
netlist_1,73268
netlist_1,29876
netlist_1,37732
netlist_1,53438
netlist_1,75964
netlist_1,23260
netlist_1,105190
netlist_1,37754
netlist_1,49212
netlist_1,29924
netlist_1,59372
netlist_1,18132
netlist_1,1848
netlist_1,35328
netlist_1,34106
netlist_1,72696
netlist_1,49468
netlist_1,71174
netlist_1,64540
netlist_1,28368
netlist_1,29874
netlist_1,44040
netlist_1,18120
netlist_1,25068
netlist_1,63646
netlist_1,48274
netlist_1,60954
netlist_1,32590
netlist_1,54606
netlist_1,43774
netlist_1,49486
netlist_1,39252
netlist_1,48892
netlist_1,49764
netlist_1,17838
netlist_1,42256
netlist_1,22950
netlist_1,71482
netlist_1,58530
netlist_1,12406
netlist_1,103060
netlist_1,52464
netlist_1,83810
netlist_1,37414
netlist_1,56150
netlist_1,67556
netlist_1,39818
netlist_1,54272
netlist_1,47672
netlist_1,31406
netlist_1,147312
netlist_1,58534
netlist_1,23560
netlist_1,50970
netlist_1,47368
netlist_1,59104
netlist_1,57612
netlist_1,24164
netlist_1,80788
netlist_1,28376
netlist_1,82016
netlist_1,72678
netlist_1,38608
netlist_1,13320
netlist_1,30796
netlist_1,67842
netlist_1,48288
netlist_1,86524
netlist_1,22052
netlist_1,48238
netlist_1,72374
netlist_1,39226
netlist_1,45552
netlist_1,50686
netlist_1,46194
netlist_1,110660
netlist_1,94350
netlist_1,46174
netlist_1,25664
netlist_1,17838
netlist_1,33206
netlist_1,38926
netlist_1,11202
netlist_1,7884
netlist_1,45826
netlist_1,34700
netlist_1,29000
netlist_1,53994
netlist_1,47950
netlist_1,68474
netlist_1,101018
netlist_1,26902
netlist_1,9982
netlist_1,33194
netlist_1,31094
netlist_1,34102
netlist_1,44658
netlist_1,27764
netlist_1,35940
netlist_1,67546
netlist_1,8782
netlist_1,18746
netlist_1,103400
netlist_1,38030
netlist_1,19318
netlist_1,33804
netlist_1,46170
netlist_1,134494
netlist_1,135920
netlist_1,76290
netlist_1,31114
netlist_1,36200
netlist_1,22662
netlist_1,29896
netlist_1,110896
netlist_1,19626
netlist_1,32004
netlist_1,87454
