net,cost
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,41
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,41
netlist_2,43
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,39
netlist_2,41
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,43
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,39
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,43
netlist_2,39
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,39
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,41
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,41
netlist_2,43
netlist_2,43
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,39
netlist_2,43
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,39
