net,cost
netlist_1,20
netlist_1,24
netlist_1,22
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,24
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,24
netlist_1,22
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,24
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,24
netlist_1,22
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,24
netlist_1,20
netlist_1,22
netlist_1,22
