net,cost
netlist_1,205950
netlist_1,369776
netlist_1,314920
netlist_1,32142
netlist_1,281996
netlist_1,310266
netlist_1,91618
netlist_1,249824
netlist_1,170124
netlist_1,163222
netlist_1,212748
netlist_1,436676
netlist_1,241932
netlist_1,194562
netlist_1,77106
netlist_1,264336
netlist_1,33560
netlist_1,147438
netlist_1,333682
netlist_1,135358
netlist_1,155762
netlist_1,223878
netlist_1,523606
netlist_1,396274
netlist_1,475136
netlist_1,369192
netlist_1,48784
netlist_1,306906
netlist_1,162454
netlist_1,184862
netlist_1,125226
netlist_1,163844
netlist_1,261666
netlist_1,308016
netlist_1,747738
netlist_1,560774
netlist_1,81346
netlist_1,162328
netlist_1,78740
netlist_1,27234
netlist_1,309504
netlist_1,361984
netlist_1,154900
netlist_1,180850
netlist_1,250310
netlist_1,417898
netlist_1,342384
netlist_1,560638
netlist_1,288390
netlist_1,395382
netlist_1,298972
netlist_1,23900
netlist_1,308266
netlist_1,281084
netlist_1,187518
netlist_1,204526
netlist_1,213350
netlist_1,759294
netlist_1,54518
netlist_1,185314
netlist_1,533442
netlist_1,369596
netlist_1,453440
netlist_1,63500
netlist_1,229000
netlist_1,292128
netlist_1,177114
netlist_1,210768
netlist_1,212590
netlist_1,187770
netlist_1,257290
netlist_1,147260
netlist_1,201752
netlist_1,368926
netlist_1,86300
netlist_1,204992
netlist_1,246824
netlist_1,307192
netlist_1,311012
netlist_1,315150
netlist_1,214924
netlist_1,154594
netlist_1,158082
netlist_1,337732
netlist_1,205880
netlist_1,315282
netlist_1,281078
netlist_1,140060
netlist_1,379320
netlist_1,349740
netlist_1,424488
netlist_1,215736
netlist_1,102622
netlist_1,139496
netlist_1,117314
netlist_1,291692
netlist_1,189314
netlist_1,421072
netlist_1,110732
netlist_1,191174
netlist_1,181830
netlist_1,223498
netlist_1,28032
netlist_1,261140
netlist_1,166092
netlist_1,294192
netlist_1,154144
netlist_1,154122
netlist_1,160398
netlist_1,132208
netlist_1,266692
netlist_1,334622
