net,cost
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,20
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,20
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,20
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,20
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,22
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,24
netlist_1,22
netlist_1,24
netlist_1,22
netlist_2,43
netlist_2,41
netlist_2,41
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,41
netlist_2,41
netlist_2,43
netlist_2,45
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,45
netlist_2,43
netlist_2,45
netlist_2,41
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,43
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,39
netlist_2,45
netlist_2,41
netlist_2,41
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,39
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,41
netlist_2,41
netlist_2,45
netlist_2,45
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,43
netlist_2,41
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,45
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,41
netlist_2,45
netlist_2,41
netlist_2,43
netlist_2,43
netlist_2,43
netlist_2,41
netlist_3,64
netlist_3,62
netlist_3,62
netlist_3,64
netlist_3,66
netlist_3,60
netlist_3,58
netlist_3,64
netlist_3,60
netlist_3,58
netlist_3,62
netlist_3,60
netlist_3,64
netlist_3,60
netlist_3,60
netlist_3,64
netlist_3,60
netlist_3,58
netlist_3,60
netlist_3,60
netlist_3,58
netlist_3,62
netlist_3,70
netlist_3,58
netlist_3,66
netlist_3,62
netlist_3,60
netlist_3,58
netlist_3,60
netlist_3,60
netlist_3,60
netlist_3,62
netlist_3,64
netlist_3,58
netlist_3,64
netlist_3,64
netlist_3,56
netlist_3,62
netlist_3,62
netlist_3,60
netlist_3,60
netlist_3,60
netlist_3,62
netlist_3,62
netlist_3,58
netlist_3,66
netlist_3,62
netlist_3,60
netlist_3,58
netlist_3,62
netlist_3,62
netlist_3,64
netlist_3,62
netlist_3,62
netlist_3,60
netlist_3,58
netlist_3,60
netlist_3,60
netlist_3,62
netlist_3,60
netlist_3,62
netlist_3,64
netlist_3,70
netlist_3,60
netlist_3,64
netlist_3,68
netlist_3,62
netlist_3,60
netlist_3,66
netlist_3,60
netlist_3,66
netlist_3,62
netlist_3,64
netlist_3,62
netlist_3,58
netlist_3,70
netlist_3,64
netlist_3,66
netlist_3,60
netlist_3,62
netlist_3,58
netlist_3,60
netlist_3,60
netlist_3,66
netlist_3,60
netlist_3,62
netlist_3,64
netlist_3,62
netlist_3,62
netlist_3,60
netlist_3,60
netlist_3,64
netlist_3,60
netlist_3,60
netlist_3,66
netlist_3,72
netlist_3,62
netlist_3,66
netlist_3,66
netlist_3,62
netlist_4,367
netlist_4,359
netlist_4,355
netlist_4,353
netlist_4,345
netlist_4,359
netlist_4,365
netlist_4,345
netlist_4,355
netlist_4,369
netlist_4,361
netlist_4,359
netlist_4,347
netlist_4,353
netlist_4,361
netlist_4,359
netlist_4,347
netlist_4,359
netlist_4,373
netlist_4,357
netlist_4,363
netlist_4,369
netlist_4,363
netlist_4,355
netlist_4,353
netlist_4,347
netlist_4,367
netlist_4,659
netlist_4,367
netlist_4,359
netlist_4,351
netlist_4,367
netlist_4,371
netlist_4,371
netlist_4,363
netlist_4,367
netlist_4,363
netlist_4,361
netlist_4,347
netlist_4,355
netlist_4,361
netlist_4,359
netlist_4,359
netlist_4,345
netlist_4,357
netlist_4,365
netlist_4,353
netlist_4,355
netlist_4,355
netlist_4,359
netlist_4,349
netlist_4,365
netlist_4,355
netlist_4,349
netlist_4,343
netlist_4,369
netlist_4,361
netlist_4,363
netlist_4,357
netlist_4,363
netlist_4,365
netlist_4,355
netlist_4,365
netlist_4,357
netlist_4,355
netlist_4,349
netlist_4,351
netlist_4,357
netlist_4,355
netlist_4,355
netlist_4,361
netlist_4,355
netlist_4,357
netlist_4,357
netlist_4,357
netlist_4,361
netlist_4,363
netlist_4,359
netlist_4,343
netlist_4,359
netlist_4,365
netlist_4,359
netlist_4,357
netlist_4,373
netlist_4,355
netlist_4,357
netlist_4,363
netlist_4,367
netlist_4,357
netlist_4,349
netlist_4,365
netlist_4,357
netlist_4,347
netlist_4,359
netlist_4,357
netlist_4,353
netlist_4,355
netlist_4,365
netlist_4,357
netlist_4,349
netlist_5,443
netlist_5,447
netlist_5,455
netlist_5,447
netlist_5,455
netlist_5,451
netlist_5,439
netlist_5,741
netlist_5,469
netlist_5,429
netlist_5,445
netlist_5,451
netlist_5,453
netlist_5,433
netlist_5,459
netlist_5,451
netlist_5,425
netlist_5,435
netlist_5,457
netlist_5,441
netlist_5,459
netlist_5,453
netlist_5,441
netlist_5,429
netlist_5,435
netlist_5,441
netlist_5,453
netlist_5,449
netlist_5,439
netlist_5,469
netlist_5,447
netlist_5,449
netlist_5,445
netlist_5,453
netlist_5,445
netlist_5,467
netlist_5,439
netlist_5,459
netlist_5,437
netlist_5,429
netlist_5,451
netlist_5,441
netlist_5,445
netlist_5,447
netlist_5,449
netlist_5,441
netlist_5,443
netlist_5,431
netlist_5,453
netlist_5,433
netlist_5,457
netlist_5,439
netlist_5,435
netlist_5,745
netlist_5,447
netlist_5,471
netlist_5,445
netlist_5,455
netlist_5,443
netlist_5,447
netlist_5,439
netlist_5,457
netlist_5,737
netlist_5,457
netlist_5,433
netlist_5,449
netlist_5,441
netlist_5,451
netlist_5,465
netlist_5,455
netlist_5,457
netlist_5,431
netlist_5,451
netlist_5,441
netlist_5,467
netlist_5,443
netlist_5,437
netlist_5,447
netlist_5,459
netlist_5,457
netlist_5,437
netlist_5,425
netlist_5,453
netlist_5,447
netlist_5,449
netlist_5,467
netlist_5,429
netlist_5,437
netlist_5,447
netlist_5,439
netlist_5,443
netlist_5,475
netlist_5,431
netlist_5,747
netlist_5,453
netlist_5,435
netlist_5,441
netlist_5,431
netlist_5,441
netlist_5,443
netlist_6,685
netlist_6,663
netlist_6,675
netlist_6,675
netlist_6,635
netlist_6,673
netlist_6,997
netlist_6,663
netlist_6,659
netlist_6,699
netlist_6,647
netlist_6,1287
netlist_6,663
netlist_6,653
netlist_6,661
netlist_6,665
netlist_6,993
netlist_6,663
netlist_6,659
netlist_6,679
netlist_6,701
netlist_6,663
netlist_6,663
netlist_6,665
netlist_6,649
netlist_6,657
netlist_6,687
netlist_6,665
netlist_6,683
netlist_6,669
netlist_6,677
netlist_6,669
netlist_6,691
netlist_6,679
netlist_6,661
netlist_6,659
netlist_6,683
netlist_6,1285
netlist_6,679
netlist_6,675
netlist_6,683
netlist_6,683
netlist_6,657
netlist_6,651
netlist_6,679
netlist_6,2133
netlist_6,687
netlist_6,1577
netlist_6,679
netlist_6,701
netlist_6,975
netlist_6,1269
netlist_6,1261
netlist_6,649
netlist_6,673
netlist_6,987
netlist_6,653
netlist_6,705
netlist_6,661
netlist_6,653
netlist_6,683
netlist_6,679
netlist_6,685
netlist_6,645
netlist_6,681
netlist_6,985
netlist_6,973
netlist_6,693
netlist_6,959
netlist_6,673
netlist_6,691
netlist_6,673
netlist_6,3691
netlist_6,677
netlist_6,689
netlist_6,725
netlist_6,655
netlist_6,967
netlist_6,683
netlist_6,661
netlist_6,647
netlist_6,649
netlist_6,679
netlist_6,657
netlist_6,655
netlist_6,2177
netlist_6,677
netlist_6,671
netlist_6,671
netlist_6,669
netlist_6,665
netlist_6,661
netlist_6,669
netlist_6,699
netlist_6,681
netlist_6,673
netlist_6,661
netlist_6,697
netlist_6,1911
netlist_6,671
netlist_7,790
netlist_7,786
netlist_7,824
netlist_7,806
netlist_7,764
netlist_7,818
netlist_7,796
netlist_7,794
netlist_7,782
netlist_7,776
netlist_7,812
netlist_7,812
netlist_7,778
netlist_7,816
netlist_7,1110
netlist_7,790
netlist_7,800
netlist_7,772
netlist_7,790
netlist_7,792
netlist_7,788
netlist_7,796
netlist_7,812
netlist_7,794
netlist_7,818
netlist_7,812
netlist_7,780
netlist_7,802
netlist_7,782
netlist_7,808
netlist_7,772
netlist_7,836
netlist_7,832
netlist_7,1064
netlist_7,796
netlist_7,832
netlist_7,812
netlist_7,800
netlist_7,782
netlist_7,766
netlist_7,790
netlist_7,788
netlist_7,1106
netlist_7,828
netlist_7,794
netlist_7,802
netlist_7,776
netlist_7,790
netlist_7,1086
netlist_7,796
netlist_7,798
netlist_7,818
netlist_7,810
netlist_7,792
netlist_7,808
netlist_7,788
netlist_7,778
netlist_7,796
netlist_7,808
netlist_7,782
netlist_7,776
netlist_7,774
netlist_7,804
netlist_7,770
netlist_7,806
netlist_7,1100
netlist_7,812
netlist_7,814
netlist_7,792
netlist_7,798
netlist_7,774
netlist_7,802
netlist_7,796
netlist_7,802
netlist_7,778
netlist_7,794
netlist_7,798
netlist_7,822
netlist_7,804
netlist_7,808
netlist_7,794
netlist_7,814
netlist_7,812
netlist_7,770
netlist_7,782
netlist_7,780
netlist_7,816
netlist_7,798
netlist_7,786
netlist_7,800
netlist_7,1114
netlist_7,800
netlist_7,826
netlist_7,798
netlist_7,786
netlist_7,808
netlist_7,802
netlist_7,788
netlist_7,832
netlist_7,776
