net,cost
netlist_3,791614
netlist_3,556296
netlist_3,634806
netlist_3,689970
netlist_3,622034
netlist_3,500588
netlist_3,650796
netlist_3,582974
netlist_3,520804
netlist_3,332976
netlist_3,286410
netlist_3,568784
netlist_3,369652
netlist_3,238606
netlist_3,555340
netlist_3,498538
netlist_3,1767076
netlist_3,690078
netlist_3,796194
netlist_3,660120
netlist_3,518546
netlist_3,659824
netlist_3,206308
netlist_3,470334
netlist_3,546190
netlist_3,498766
netlist_3,1163934
netlist_3,253216
netlist_3,524102
netlist_3,862054
netlist_3,705544
netlist_3,456548
netlist_3,212746
netlist_3,931972
netlist_3,621382
netlist_3,674870
netlist_3,294250
netlist_3,306440
netlist_3,820858
netlist_3,747794
netlist_3,402012
netlist_3,457490
netlist_3,558960
netlist_3,501126
netlist_3,446424
netlist_3,692418
netlist_3,532914
netlist_3,922060
netlist_3,435422
netlist_3,411244
netlist_3,502024
netlist_3,604088
netlist_3,292204
netlist_3,884044
netlist_3,477382
netlist_3,595338
netlist_3,388560
netlist_3,494266
netlist_3,581992
netlist_3,290268
netlist_3,631282
netlist_3,727794
netlist_3,429258
netlist_3,805346
netlist_3,392800
netlist_3,291984
netlist_3,462178
netlist_3,636508
netlist_3,481362
netlist_3,650790
netlist_3,521132
netlist_3,635858
netlist_3,778132
netlist_3,482224
netlist_3,796762
netlist_3,628590
netlist_3,555906
netlist_3,840862
netlist_3,508032
netlist_3,647664
netlist_3,371642
netlist_3,464450
netlist_3,410602
netlist_3,631918
netlist_3,673716
netlist_3,598754
netlist_3,309274
netlist_3,959432
netlist_3,695724
netlist_3,334604
netlist_3,423622
netlist_3,973846
netlist_3,317322
netlist_3,680210
netlist_3,497046
netlist_3,585810
netlist_3,320494
netlist_3,377244
netlist_3,656612
netlist_3,712508
netlist_3,279830
netlist_3,478096
netlist_3,506800
netlist_3,576810
netlist_3,604354
netlist_3,855734
netlist_3,512172
netlist_3,440438
netlist_3,324530
netlist_3,782844
netlist_3,562474
netlist_3,550902
netlist_3,665554
netlist_3,613058
netlist_3,490210
netlist_3,634226
netlist_3,772112
netlist_3,646862
netlist_3,414126
netlist_3,516480
netlist_3,425434
netlist_3,364552
netlist_3,706500
netlist_3,1243896
netlist_3,466338
netlist_3,1045364
netlist_3,493974
netlist_3,362838
netlist_3,629628
netlist_3,109010
netlist_3,328376
netlist_3,825738
netlist_3,394682
netlist_3,382896
netlist_3,468794
netlist_3,557036
netlist_3,793684
netlist_3,480062
netlist_3,960428
netlist_3,657662
netlist_3,464678
netlist_3,629166
netlist_3,633430
netlist_3,493372
netlist_3,963920
netlist_3,668268
netlist_3,523544
netlist_3,554732
netlist_3,317648
netlist_3,546810
netlist_3,270492
netlist_3,674292
netlist_3,823988
netlist_3,454058
netlist_3,240694
netlist_3,682802
netlist_3,480666
netlist_3,410944
netlist_3,226062
netlist_3,672738
netlist_3,770708
netlist_3,668214
netlist_3,358174
netlist_3,616464
netlist_3,588306
netlist_3,573394
netlist_3,596172
netlist_3,372986
netlist_3,345884
netlist_3,282370
netlist_3,772136
netlist_3,508224
netlist_3,473018
netlist_3,352096
netlist_3,474740
netlist_3,741248
netlist_3,560204
netlist_3,766162
netlist_3,510816
netlist_3,414004
netlist_3,566716
netlist_3,783634
netlist_3,475778
netlist_3,627614
netlist_3,710598
netlist_3,762776
netlist_3,350214
netlist_3,451956
netlist_3,661928
netlist_3,386942
netlist_3,836142
netlist_3,967056
netlist_3,704724
netlist_3,445550
netlist_3,339360
netlist_3,520202
netlist_3,355374
netlist_3,454442
netlist_3,427084
netlist_3,485456
netlist_3,493112
netlist_3,1219716
netlist_3,354816
netlist_3,752162
netlist_3,476844
netlist_3,796682
netlist_3,490896
netlist_3,829374
netlist_3,218538
netlist_3,455278
netlist_3,884494
netlist_3,528908
netlist_3,650752
netlist_3,514454
netlist_3,599628
netlist_3,1232628
netlist_3,492042
netlist_3,389718
netlist_3,569954
netlist_3,1296056
netlist_3,656332
netlist_3,829918
netlist_3,752878
netlist_3,325270
netlist_3,898588
netlist_3,587622
netlist_3,469660
netlist_3,1323420
netlist_3,306504
netlist_3,479628
netlist_3,282780
netlist_3,415074
netlist_3,485340
netlist_3,505034
netlist_3,539020
netlist_3,462786
netlist_3,813452
netlist_3,484944
netlist_3,554040
netlist_3,634360
netlist_3,466664
netlist_3,432624
netlist_3,599832
netlist_3,429280
netlist_3,504030
netlist_3,470334
netlist_3,651928
netlist_3,605606
netlist_3,255764
netlist_3,352530
netlist_3,717836
netlist_3,556740
netlist_3,396028
netlist_3,398324
netlist_3,555158
netlist_3,358848
netlist_3,379728
netlist_3,555162
netlist_3,470738
netlist_3,478360
netlist_3,879522
netlist_3,771624
netlist_3,581976
netlist_3,629192
netlist_3,447322
netlist_3,345498
netlist_3,250046
netlist_3,673638
netlist_3,573484
netlist_3,583408
netlist_3,574600
netlist_3,370584
netlist_3,374116
netlist_3,1190434
netlist_3,607382
netlist_3,547710
netlist_3,441970
netlist_3,564616
netlist_3,368758
netlist_3,728376
netlist_3,367518
netlist_3,463640
netlist_3,645538
netlist_3,609582
netlist_3,905338
netlist_3,296640
netlist_3,735172
netlist_3,635170
netlist_3,556840
netlist_3,339374
netlist_3,486110
netlist_3,623384
netlist_3,291986
netlist_3,483076
netlist_3,685570
netlist_3,578804
netlist_3,970942
netlist_3,588780
netlist_3,464074
netlist_3,590494
netlist_3,644442
netlist_3,495784
netlist_3,409602
netlist_3,653028
netlist_3,730706
netlist_3,905796
netlist_3,681932
netlist_3,442810
netlist_3,536938
netlist_3,562328
netlist_3,405622
netlist_3,788878
netlist_3,705060
netlist_3,516888
netlist_3,429742
netlist_3,483014
netlist_3,538736
netlist_3,365796
netlist_3,512646
netlist_3,689866
netlist_3,488014
netlist_3,495034
netlist_3,264148
netlist_3,746280
netlist_3,586842
netlist_3,271156
netlist_3,391710
netlist_3,365272
netlist_3,469244
netlist_3,951638
netlist_3,645620
netlist_3,631712
netlist_3,636416
netlist_3,403076
netlist_3,334878
netlist_3,860680
netlist_3,390112
netlist_3,765584
netlist_3,608722
netlist_3,1221210
netlist_3,322690
