net,cost
netlist_1,231826
netlist_1,247120
netlist_1,372998
netlist_1,189060
netlist_1,268470
netlist_1,211764
netlist_1,135172
netlist_1,294676
netlist_1,152480
netlist_1,344028
netlist_1,107328
netlist_1,530768
netlist_1,235314
netlist_1,280294
netlist_1,327636
netlist_1,400082
netlist_1,239530
netlist_1,68310
netlist_1,131582
netlist_1,103576
netlist_1,296908
netlist_1,130464
netlist_1,94780
netlist_1,964356
netlist_1,114990
netlist_1,207518
netlist_1,187658
netlist_1,187820
netlist_1,86366
netlist_1,170952
netlist_1,624958
netlist_1,351806
netlist_1,205346
netlist_1,253694
netlist_1,76408
netlist_1,256448
netlist_1,389944
netlist_1,297884
netlist_1,501802
netlist_1,219876
netlist_1,261914
netlist_1,563168
netlist_1,374410
netlist_1,310602
netlist_1,127490
netlist_1,183348
netlist_1,332556
netlist_1,103894
netlist_1,277040
netlist_1,143724
netlist_1,261898
netlist_1,190222
netlist_1,641510
netlist_1,119876
netlist_1,403890
netlist_1,627104
netlist_1,353710
netlist_1,213578
netlist_1,236760
netlist_1,252022
netlist_1,360540
netlist_1,390520
netlist_1,237390
netlist_1,166544
netlist_1,232846
netlist_1,142792
netlist_1,284650
netlist_1,452158
netlist_1,648186
netlist_1,104546
netlist_1,237418
netlist_1,393418
netlist_1,103886
netlist_1,434044
netlist_1,245942
netlist_1,205078
netlist_1,185690
netlist_1,332996
netlist_1,286598
netlist_1,150282
netlist_1,204892
netlist_1,271544
netlist_1,203276
netlist_1,155770
netlist_1,371168
netlist_1,67690
netlist_1,484602
netlist_1,194656
netlist_1,143766
netlist_1,231726
netlist_1,159116
netlist_1,210652
netlist_1,466572
netlist_1,267478
netlist_1,327294
netlist_1,304090
netlist_1,180378
netlist_1,71604
netlist_1,165666
netlist_1,323928
netlist_1,98494
netlist_1,123352
netlist_1,157784
netlist_1,675324
netlist_1,113278
netlist_1,378294
netlist_1,277032
netlist_1,266382
netlist_1,511010
netlist_1,328496
netlist_1,518510
netlist_1,144532
netlist_1,64380
netlist_1,179898
netlist_1,476312
netlist_1,198992
netlist_1,305068
netlist_1,320400
netlist_1,104544
netlist_1,310186
netlist_1,103294
netlist_1,143234
netlist_1,267490
netlist_1,59320
netlist_1,271794
netlist_1,276888
netlist_1,319824
netlist_1,298354
netlist_1,218092
netlist_1,177246
netlist_1,233430
netlist_1,160272
netlist_1,264932
netlist_1,209284
netlist_1,130224
netlist_1,421534
netlist_1,416648
netlist_1,207284
netlist_1,475148
netlist_1,54578
netlist_1,369378
netlist_1,138260
netlist_1,299486
netlist_1,68200
netlist_1,709506
netlist_1,285906
netlist_1,264974
netlist_1,331530
netlist_1,259412
netlist_1,128382
netlist_1,123716
netlist_1,471912
netlist_1,346126
netlist_1,44060
netlist_1,441542
netlist_1,234834
netlist_1,245532
netlist_1,161588
netlist_1,254978
netlist_1,190158
netlist_1,272206
netlist_1,58160
netlist_1,339258
netlist_1,282900
netlist_1,277404
netlist_1,368084
netlist_1,177614
netlist_1,691694
netlist_1,129032
netlist_1,408790
netlist_1,278402
netlist_1,375594
netlist_1,231038
netlist_1,389346
netlist_1,158544
netlist_1,75712
netlist_1,308368
netlist_1,396172
netlist_1,239128
netlist_1,123988
netlist_1,482858
netlist_1,143732
netlist_1,225054
netlist_1,385842
netlist_1,110838
netlist_1,124894
netlist_1,314566
netlist_1,214018
netlist_1,174428
netlist_1,286660
netlist_1,246452
netlist_1,384208
netlist_1,199820
netlist_1,549606
netlist_1,489920
netlist_1,252756
netlist_1,287492
netlist_1,236652
netlist_1,245110
netlist_1,662904
netlist_1,320680
netlist_1,326854
netlist_1,100278
netlist_1,285202
netlist_1,232138
netlist_1,214288
netlist_1,163944
netlist_1,217716
netlist_1,183140
netlist_1,167812
netlist_1,108602
netlist_1,239138
