test,cost
new_cost: ,334
new_cost: ,36
new_cost: ,344
new_cost: ,346
new_cost: ,52
new_cost: ,58
new_cost: ,56
new_cost: ,50
new_cost: ,48
new_cost: ,48
new_cost: ,44
new_cost: ,44
new_cost: ,40
new_cost: ,46
new_cost: ,42
new_cost: ,42
new_cost: ,42
new_cost: ,52
new_cost: ,50
new_cost: ,62
new_cost: ,54
new_cost: ,62
new_cost: ,56
new_cost: ,624
new_cost: ,632
new_cost: ,920
new_cost: ,920
new_cost: ,920
new_cost: ,620
new_cost: ,344
new_cost: ,346
new_cost: ,346
new_cost: ,346
new_cost: ,64
