test,cost
new_cost: ,934
new_cost: ,924
new_cost: ,340
new_cost: ,42
new_cost: ,30
new_cost: ,932
new_cost: ,632
new_cost: ,326
new_cost: ,50
new_cost: ,50
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,26
new_cost: ,26
new_cost: ,28
new_cost: ,32
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,32
new_cost: ,34
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,36
new_cost: ,34
new_cost: ,30
new_cost: ,32
new_cost: ,38
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,38
new_cost: ,38
new_cost: ,36
new_cost: ,38
new_cost: ,34
new_cost: ,44
new_cost: ,44
new_cost: ,54
new_cost: ,54
new_cost: ,52
new_cost: ,54
new_cost: ,48
new_cost: ,50
new_cost: ,44
new_cost: ,48
new_cost: ,42
new_cost: ,56
new_cost: ,50
new_cost: ,50
new_cost: ,48
new_cost: ,48
new_cost: ,50
new_cost: ,58
new_cost: ,56
new_cost: ,58
new_cost: ,60
new_cost: ,62
new_cost: ,62
new_cost: ,58
new_cost: ,932
new_cost: ,922
new_cost: ,664
new_cost: ,630
new_cost: ,330
new_cost: ,42
new_cost: ,36
new_cost: ,36
new_cost: ,34
new_cost: ,28
new_cost: ,22
new_cost: ,22
new_cost: ,22
new_cost: ,22
new_cost: ,24
new_cost: ,26
new_cost: ,26
new_cost: ,28
new_cost: ,30
new_cost: ,26
new_cost: ,30
new_cost: ,32
new_cost: ,34
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,30
new_cost: ,28
new_cost: ,32
new_cost: ,28
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,34
new_cost: ,40
new_cost: ,46
new_cost: ,44
new_cost: ,44
new_cost: ,36
new_cost: ,44
new_cost: ,50
new_cost: ,50
new_cost: ,42
new_cost: ,46
new_cost: ,54
new_cost: ,46
new_cost: ,40
new_cost: ,30
new_cost: ,36
new_cost: ,44
new_cost: ,38
new_cost: ,38
new_cost: ,38
new_cost: ,28
new_cost: ,32
new_cost: ,40
new_cost: ,40
new_cost: ,44
new_cost: ,42
new_cost: ,44
new_cost: ,42
new_cost: ,44
new_cost: ,48
new_cost: ,46
new_cost: ,46
new_cost: ,42
new_cost: ,48
new_cost: ,44
new_cost: ,42
new_cost: ,38
new_cost: ,42
new_cost: ,50
new_cost: ,52
new_cost: ,50
new_cost: ,62
new_cost: ,66
new_cost: ,60
new_cost: ,60
new_cost: ,44
new_cost: ,42
new_cost: ,42
new_cost: ,48
new_cost: ,46
new_cost: ,38
new_cost: ,44
new_cost: ,50
new_cost: ,48
new_cost: ,42
new_cost: ,38
new_cost: ,48
new_cost: ,52
new_cost: ,42
new_cost: ,34
new_cost: ,42
new_cost: ,34
new_cost: ,34
new_cost: ,36
new_cost: ,42
new_cost: ,40
new_cost: ,36
new_cost: ,38
new_cost: ,36
new_cost: ,48
new_cost: ,40
new_cost: ,40
new_cost: ,40
new_cost: ,36
new_cost: ,38
new_cost: ,36
new_cost: ,38
new_cost: ,40
new_cost: ,36
new_cost: ,44
new_cost: ,42
new_cost: ,40
new_cost: ,60
new_cost: ,42
new_cost: ,40
new_cost: ,34
new_cost: ,28
new_cost: ,30
new_cost: ,48
new_cost: ,46
new_cost: ,46
new_cost: ,46
new_cost: ,50
new_cost: ,42
new_cost: ,42
new_cost: ,38
new_cost: ,44
new_cost: ,56
new_cost: ,40
new_cost: ,38
new_cost: ,38
new_cost: ,28
new_cost: ,30
new_cost: ,32
new_cost: ,32
new_cost: ,36
new_cost: ,44
new_cost: ,50
new_cost: ,52
new_cost: ,50
new_cost: ,56
new_cost: ,54
new_cost: ,48
new_cost: ,56
new_cost: ,54
new_cost: ,50
new_cost: ,50
new_cost: ,68
new_cost: ,78
new_cost: ,54
new_cost: ,50
new_cost: ,54
new_cost: ,52
new_cost: ,52
new_cost: ,84
new_cost: ,84
new_cost: ,80
new_cost: ,86
new_cost: ,96
new_cost: ,80
new_cost: ,78
new_cost: ,86
new_cost: ,76
new_cost: ,78
new_cost: ,78
new_cost: ,76
new_cost: ,80
new_cost: ,82
new_cost: ,78
new_cost: ,74
new_cost: ,68
new_cost: ,46
new_cost: ,44
new_cost: ,48
new_cost: ,48
new_cost: ,46
new_cost: ,50
new_cost: ,54
new_cost: ,56
new_cost: ,58
new_cost: ,58
new_cost: ,54
new_cost: ,70
new_cost: ,54
new_cost: ,52
new_cost: ,42
new_cost: ,42
new_cost: ,34
new_cost: ,36
new_cost: ,72
new_cost: ,48
new_cost: ,46
new_cost: ,46
new_cost: ,48
new_cost: ,52
new_cost: ,52
new_cost: ,48
new_cost: ,50
new_cost: ,48
new_cost: ,48
new_cost: ,44
new_cost: ,54
new_cost: ,48
new_cost: ,52
new_cost: ,60
new_cost: ,58
new_cost: ,66
new_cost: ,62
new_cost: ,58
new_cost: ,50
new_cost: ,56
new_cost: ,58
new_cost: ,56
new_cost: ,58
new_cost: ,62
new_cost: ,46
new_cost: ,44
new_cost: ,32
new_cost: ,36
new_cost: ,34
new_cost: ,44
new_cost: ,42
new_cost: ,40
new_cost: ,42
new_cost: ,44
new_cost: ,46
new_cost: ,44
new_cost: ,46
new_cost: ,42
new_cost: ,40
new_cost: ,36
new_cost: ,40
new_cost: ,52
new_cost: ,50
new_cost: ,38
new_cost: ,74
new_cost: ,72
new_cost: ,70
new_cost: ,36
new_cost: ,56
new_cost: ,62
new_cost: ,64
new_cost: ,620
new_cost: ,324
new_cost: ,30
new_cost: ,324
new_cost: ,26
new_cost: ,24
new_cost: ,948
new_cost: ,652
new_cost: ,356
new_cost: ,56
new_cost: ,38
new_cost: ,40
new_cost: ,42
new_cost: ,40
new_cost: ,34
new_cost: ,32
new_cost: ,34
new_cost: ,32
new_cost: ,30
new_cost: ,36
new_cost: ,36
new_cost: ,36
new_cost: ,30
new_cost: ,30
new_cost: ,36
new_cost: ,42
new_cost: ,36
new_cost: ,38
new_cost: ,38
new_cost: ,34
new_cost: ,36
new_cost: ,32
new_cost: ,36
new_cost: ,30
new_cost: ,38
new_cost: ,42
new_cost: ,36
new_cost: ,38
new_cost: ,38
new_cost: ,42
new_cost: ,40
new_cost: ,40
new_cost: ,38
new_cost: ,40
new_cost: ,50
new_cost: ,50
new_cost: ,48
new_cost: ,32
new_cost: ,34
new_cost: ,46
new_cost: ,50
new_cost: ,48
new_cost: ,52
new_cost: ,40
new_cost: ,56
new_cost: ,48
new_cost: ,924
new_cost: ,344
new_cost: ,352
new_cost: ,42
new_cost: ,40
new_cost: ,42
new_cost: ,42
new_cost: ,50
new_cost: ,50
new_cost: ,50
new_cost: ,50
new_cost: ,50
new_cost: ,44
new_cost: ,36
new_cost: ,36
new_cost: ,44
new_cost: ,38
new_cost: ,38
new_cost: ,42
new_cost: ,42
new_cost: ,36
new_cost: ,34
new_cost: ,34
new_cost: ,36
new_cost: ,34
new_cost: ,38
new_cost: ,34
new_cost: ,32
new_cost: ,34
new_cost: ,30
new_cost: ,30
new_cost: ,28
new_cost: ,1226
new_cost: ,642
new_cost: ,354
new_cost: ,354
new_cost: ,356
new_cost: ,686
new_cost: ,690
new_cost: ,992
new_cost: ,96
new_cost: ,96
new_cost: ,400
new_cost: ,86
new_cost: ,102
new_cost: ,86
new_cost: ,86
new_cost: ,84
new_cost: ,84
new_cost: ,84
new_cost: ,86
new_cost: ,82
new_cost: ,88
new_cost: ,88
new_cost: ,90
new_cost: ,90
new_cost: ,92
new_cost: ,96
new_cost: ,104
new_cost: ,96
new_cost: ,88
new_cost: ,84
new_cost: ,380
new_cost: ,74
new_cost: ,392
new_cost: ,378
new_cost: ,378
new_cost: ,76
new_cost: ,74
new_cost: ,78
new_cost: ,78
new_cost: ,82
new_cost: ,88
new_cost: ,82
new_cost: ,686
new_cost: ,950
new_cost: ,646
new_cost: ,648
new_cost: ,642
new_cost: ,638
new_cost: ,640
new_cost: ,646
new_cost: ,660
new_cost: ,964
new_cost: ,668
new_cost: ,664
new_cost: ,1294
new_cost: ,1286
new_cost: ,984
new_cost: ,986
new_cost: ,650
new_cost: ,650
new_cost: ,648
new_cost: ,656
new_cost: ,654
new_cost: ,58
new_cost: ,60
new_cost: ,66
new_cost: ,68
new_cost: ,68
new_cost: ,68
new_cost: ,60
new_cost: ,66
new_cost: ,68
new_cost: ,62
new_cost: ,62
new_cost: ,58
new_cost: ,56
new_cost: ,48
new_cost: ,56
new_cost: ,60
new_cost: ,52
new_cost: ,50
new_cost: ,48
new_cost: ,42
new_cost: ,48
new_cost: ,50
new_cost: ,50
new_cost: ,50
new_cost: ,44
new_cost: ,62
new_cost: ,52
new_cost: ,352
new_cost: ,340
new_cost: ,50
new_cost: ,52
new_cost: ,44
new_cost: ,44
new_cost: ,40
new_cost: ,44
new_cost: ,44
new_cost: ,40
new_cost: ,40
new_cost: ,44
new_cost: ,38
new_cost: ,40
new_cost: ,30
new_cost: ,64
new_cost: ,64
new_cost: ,70
new_cost: ,342
new_cost: ,338
new_cost: ,342
new_cost: ,42
new_cost: ,44
new_cost: ,52
new_cost: ,42
new_cost: ,44
new_cost: ,42
new_cost: ,50
new_cost: ,386
new_cost: ,392
new_cost: ,384
new_cost: ,690
new_cost: ,710
new_cost: ,376
new_cost: ,368
new_cost: ,344
new_cost: ,342
new_cost: ,60
new_cost: ,70
new_cost: ,66
new_cost: ,80
new_cost: ,98
new_cost: ,92
new_cost: ,106
new_cost: ,92
new_cost: ,76
new_cost: ,352
new_cost: ,354
new_cost: ,358
new_cost: ,360
new_cost: ,66
new_cost: ,88
new_cost: ,390
new_cost: ,362
new_cost: ,370
new_cost: ,370
new_cost: ,370
new_cost: ,366
new_cost: ,348
new_cost: ,364
new_cost: ,364
new_cost: ,344
new_cost: ,340
new_cost: ,346
new_cost: ,350
new_cost: ,348
new_cost: ,344
new_cost: ,346
new_cost: ,354
new_cost: ,350
new_cost: ,346
new_cost: ,36
new_cost: ,40
new_cost: ,42
new_cost: ,38
new_cost: ,38
new_cost: ,40
new_cost: ,46
new_cost: ,44
new_cost: ,344
new_cost: ,44
new_cost: ,344
new_cost: ,36
new_cost: ,340
new_cost: ,342
new_cost: ,342
new_cost: ,336
new_cost: ,332
new_cost: ,326
new_cost: ,342
new_cost: ,328
new_cost: ,326
new_cost: ,332
new_cost: ,332
new_cost: ,930
new_cost: ,936
new_cost: ,638
new_cost: ,632
new_cost: ,632
new_cost: ,632
new_cost: ,634
new_cost: ,630
new_cost: ,336
new_cost: ,36
new_cost: ,42
new_cost: ,54
new_cost: ,52
new_cost: ,52
new_cost: ,46
new_cost: ,48
new_cost: ,46
new_cost: ,50
new_cost: ,48
new_cost: ,52
new_cost: ,62
new_cost: ,60
new_cost: ,58
new_cost: ,54
new_cost: ,340
new_cost: ,40
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,38
new_cost: ,50
new_cost: ,40
new_cost: ,58
new_cost: ,54
new_cost: ,36
new_cost: ,38
new_cost: ,38
new_cost: ,52
new_cost: ,90
new_cost: ,106
new_cost: ,652
new_cost: ,650
new_cost: ,362
new_cost: ,50
new_cost: ,50
new_cost: ,56
new_cost: ,52
new_cost: ,52
new_cost: ,36
new_cost: ,38
new_cost: ,34
new_cost: ,30
new_cost: ,34
new_cost: ,44
new_cost: ,46
new_cost: ,44
new_cost: ,40
new_cost: ,56
new_cost: ,56
new_cost: ,66
new_cost: ,56
new_cost: ,56
new_cost: ,50
new_cost: ,50
new_cost: ,50
new_cost: ,54
new_cost: ,42
new_cost: ,48
new_cost: ,48
new_cost: ,42
new_cost: ,48
new_cost: ,352
new_cost: ,362
new_cost: ,362
new_cost: ,348
new_cost: ,340
new_cost: ,644
new_cost: ,334
new_cost: ,940
new_cost: ,948
new_cost: ,958
new_cost: ,942
new_cost: ,336
new_cost: ,328
new_cost: ,36
new_cost: ,46
new_cost: ,46
new_cost: ,54
new_cost: ,46
new_cost: ,34
new_cost: ,334
new_cost: ,324
new_cost: ,322
new_cost: ,332
new_cost: ,332
new_cost: ,336
new_cost: ,346
new_cost: ,352
new_cost: ,348
new_cost: ,342
new_cost: ,332
new_cost: ,32
new_cost: ,38
new_cost: ,32
new_cost: ,32
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,40
new_cost: ,54
new_cost: ,56
new_cost: ,56
new_cost: ,48
new_cost: ,34
new_cost: ,32
new_cost: ,38
new_cost: ,36
new_cost: ,62
new_cost: ,68
new_cost: ,84
new_cost: ,86
new_cost: ,50
new_cost: ,48
new_cost: ,46
new_cost: ,50
new_cost: ,34
new_cost: ,330
new_cost: ,36
new_cost: ,36
new_cost: ,38
new_cost: ,38
new_cost: ,42
new_cost: ,50
new_cost: ,1224
new_cost: ,1228
new_cost: ,928
new_cost: ,930
new_cost: ,928
new_cost: ,652
new_cost: ,636
new_cost: ,630
new_cost: ,340
new_cost: ,332
new_cost: ,334
new_cost: ,38
new_cost: ,38
new_cost: ,52
new_cost: ,64
new_cost: ,50
new_cost: ,42
new_cost: ,42
new_cost: ,40
new_cost: ,44
new_cost: ,42
new_cost: ,44
new_cost: ,44
new_cost: ,42
new_cost: ,42
new_cost: ,46
new_cost: ,46
new_cost: ,50
new_cost: ,46
new_cost: ,46
new_cost: ,44
new_cost: ,42
new_cost: ,40
new_cost: ,42
new_cost: ,48
new_cost: ,42
new_cost: ,54
new_cost: ,34
new_cost: ,40
new_cost: ,34
new_cost: ,34
new_cost: ,38
new_cost: ,40
new_cost: ,50
new_cost: ,52
new_cost: ,40
new_cost: ,38
new_cost: ,38
new_cost: ,48
new_cost: ,48
new_cost: ,48
new_cost: ,46
new_cost: ,36
new_cost: ,44
new_cost: ,42
new_cost: ,38
new_cost: ,28
new_cost: ,28
new_cost: ,34
new_cost: ,34
new_cost: ,36
