test,cost
new_cost: ,36
new_cost: ,40
new_cost: ,46
new_cost: ,40
new_cost: ,34
new_cost: ,36
new_cost: ,32
new_cost: ,34
new_cost: ,32
new_cost: ,44
new_cost: ,32
new_cost: ,38
new_cost: ,48
new_cost: ,40
new_cost: ,36
new_cost: ,34
new_cost: ,32
new_cost: ,28
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,34
new_cost: ,50
new_cost: ,44
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,40
new_cost: ,36
new_cost: ,34
new_cost: ,36
new_cost: ,36
new_cost: ,38
new_cost: ,36
new_cost: ,36
new_cost: ,36
new_cost: ,36
new_cost: ,32
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,28
new_cost: ,28
new_cost: ,34
new_cost: ,34
new_cost: ,28
new_cost: ,28
new_cost: ,30
new_cost: ,40
new_cost: ,42
new_cost: ,32
new_cost: ,30
new_cost: ,32
new_cost: ,34
new_cost: ,40
new_cost: ,40
new_cost: ,38
new_cost: ,36
new_cost: ,28
new_cost: ,30
new_cost: ,34
new_cost: ,32
new_cost: ,30
new_cost: ,26
new_cost: ,26
new_cost: ,24
new_cost: ,32
new_cost: ,26
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,36
new_cost: ,42
new_cost: ,38
new_cost: ,36
new_cost: ,32
new_cost: ,36
new_cost: ,36
new_cost: ,38
new_cost: ,36
new_cost: ,44
new_cost: ,54
new_cost: ,48
new_cost: ,46
new_cost: ,50
new_cost: ,42
new_cost: ,42
new_cost: ,38
new_cost: ,38
new_cost: ,38
new_cost: ,36
new_cost: ,40
new_cost: ,44
new_cost: ,46
new_cost: ,48
new_cost: ,44
new_cost: ,42
new_cost: ,38
new_cost: ,36
new_cost: ,40
new_cost: ,38
new_cost: ,38
new_cost: ,46
new_cost: ,48
new_cost: ,44
new_cost: ,44
new_cost: ,44
new_cost: ,48
new_cost: ,44
new_cost: ,56
new_cost: ,44
new_cost: ,44
new_cost: ,44
new_cost: ,50
new_cost: ,52
new_cost: ,38
new_cost: ,36
new_cost: ,34
new_cost: ,42
new_cost: ,48
new_cost: ,46
new_cost: ,42
new_cost: ,36
new_cost: ,62
new_cost: ,38
new_cost: ,38
new_cost: ,44
new_cost: ,46
new_cost: ,40
new_cost: ,44
new_cost: ,40
new_cost: ,38
new_cost: ,38
new_cost: ,40
new_cost: ,44
new_cost: ,40
new_cost: ,40
new_cost: ,40
new_cost: ,40
new_cost: ,52
new_cost: ,50
new_cost: ,48
new_cost: ,42
new_cost: ,46
new_cost: ,44
new_cost: ,38
new_cost: ,38
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,38
new_cost: ,38
new_cost: ,40
new_cost: ,32
new_cost: ,38
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,34
new_cost: ,30
new_cost: ,40
new_cost: ,46
new_cost: ,62
new_cost: ,62
new_cost: ,54
new_cost: ,32
new_cost: ,34
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,30
new_cost: ,38
new_cost: ,38
new_cost: ,42
new_cost: ,56
new_cost: ,50
new_cost: ,46
new_cost: ,44
new_cost: ,1222
new_cost: ,1220
new_cost: ,924
new_cost: ,652
new_cost: ,362
new_cost: ,356
new_cost: ,356
new_cost: ,358
new_cost: ,38
new_cost: ,36
new_cost: ,36
new_cost: ,60
new_cost: ,58
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,38
new_cost: ,36
new_cost: ,38
new_cost: ,44
new_cost: ,38
new_cost: ,42
new_cost: ,42
new_cost: ,40
new_cost: ,38
new_cost: ,38
new_cost: ,34
new_cost: ,44
new_cost: ,44
new_cost: ,42
new_cost: ,32
new_cost: ,34
new_cost: ,42
new_cost: ,40
new_cost: ,44
new_cost: ,44
new_cost: ,40
new_cost: ,34
new_cost: ,34
new_cost: ,34
new_cost: ,30
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,28
new_cost: ,34
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,34
new_cost: ,32
new_cost: ,1220
new_cost: ,1222
new_cost: ,1228
new_cost: ,634
new_cost: ,340
new_cost: ,350
new_cost: ,352
new_cost: ,52
new_cost: ,34
new_cost: ,32
new_cost: ,80
new_cost: ,80
new_cost: ,90
new_cost: ,80
new_cost: ,82
new_cost: ,34
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,26
new_cost: ,26
new_cost: ,42
new_cost: ,46
new_cost: ,52
new_cost: ,36
new_cost: ,40
new_cost: ,40
new_cost: ,30
new_cost: ,30
new_cost: ,26
new_cost: ,28
new_cost: ,30
new_cost: ,38
new_cost: ,44
new_cost: ,46
new_cost: ,42
new_cost: ,36
new_cost: ,38
new_cost: ,38
new_cost: ,44
new_cost: ,42
new_cost: ,34
new_cost: ,38
new_cost: ,42
new_cost: ,42
new_cost: ,44
new_cost: ,46
new_cost: ,44
new_cost: ,42
new_cost: ,40
new_cost: ,44
new_cost: ,36
new_cost: ,34
new_cost: ,42
new_cost: ,34
new_cost: ,36
new_cost: ,48
new_cost: ,48
new_cost: ,36
new_cost: ,44
new_cost: ,48
new_cost: ,46
new_cost: ,40
new_cost: ,44
new_cost: ,42
new_cost: ,42
new_cost: ,40
new_cost: ,46
new_cost: ,44
new_cost: ,60
new_cost: ,62
new_cost: ,62
new_cost: ,56
new_cost: ,50
new_cost: ,76
new_cost: ,72
new_cost: ,78
new_cost: ,56
new_cost: ,46
new_cost: ,60
new_cost: ,62
new_cost: ,56
new_cost: ,50
new_cost: ,42
new_cost: ,42
new_cost: ,42
new_cost: ,40
new_cost: ,42
new_cost: ,36
new_cost: ,36
new_cost: ,34
new_cost: ,32
new_cost: ,32
new_cost: ,44
new_cost: ,34
new_cost: ,34
new_cost: ,34
new_cost: ,36
new_cost: ,40
new_cost: ,42
new_cost: ,40
new_cost: ,36
new_cost: ,36
new_cost: ,36
new_cost: ,36
new_cost: ,34
new_cost: ,36
new_cost: ,36
new_cost: ,48
new_cost: ,36
new_cost: ,50
new_cost: ,44
new_cost: ,28
new_cost: ,34
new_cost: ,40
new_cost: ,42
new_cost: ,36
new_cost: ,34
new_cost: ,36
new_cost: ,36
new_cost: ,38
new_cost: ,50
new_cost: ,46
new_cost: ,52
new_cost: ,46
new_cost: ,34
new_cost: ,30
new_cost: ,28
new_cost: ,28
new_cost: ,40
new_cost: ,44
new_cost: ,38
new_cost: ,38
new_cost: ,38
new_cost: ,44
new_cost: ,56
new_cost: ,46
new_cost: ,50
new_cost: ,48
new_cost: ,44
new_cost: ,50
new_cost: ,50
new_cost: ,40
new_cost: ,44
new_cost: ,46
new_cost: ,46
new_cost: ,40
new_cost: ,44
new_cost: ,46
new_cost: ,44
new_cost: ,42
new_cost: ,38
new_cost: ,42
new_cost: ,42
new_cost: ,44
new_cost: ,36
new_cost: ,36
new_cost: ,48
new_cost: ,40
new_cost: ,34
new_cost: ,34
new_cost: ,38
new_cost: ,44
new_cost: ,36
new_cost: ,38
new_cost: ,42
new_cost: ,38
new_cost: ,44
new_cost: ,42
new_cost: ,42
new_cost: ,40
new_cost: ,42
new_cost: ,44
new_cost: ,42
new_cost: ,54
new_cost: ,50
new_cost: ,36
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,36
new_cost: ,40
new_cost: ,44
new_cost: ,38
new_cost: ,34
new_cost: ,36
new_cost: ,36
new_cost: ,36
new_cost: ,34
new_cost: ,34
new_cost: ,32
new_cost: ,28
new_cost: ,28
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,28
new_cost: ,30
new_cost: ,32
new_cost: ,34
new_cost: ,36
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,34
new_cost: ,40
new_cost: ,38
new_cost: ,38
new_cost: ,42
new_cost: ,42
new_cost: ,50
new_cost: ,50
new_cost: ,48
new_cost: ,52
new_cost: ,52
new_cost: ,42
new_cost: ,44
new_cost: ,42
new_cost: ,40
new_cost: ,40
new_cost: ,48
new_cost: ,42
new_cost: ,40
new_cost: ,42
new_cost: ,46
new_cost: ,46
new_cost: ,922
new_cost: ,330
new_cost: ,330
new_cost: ,330
new_cost: ,40
new_cost: ,42
new_cost: ,40
new_cost: ,46
new_cost: ,48
new_cost: ,50
new_cost: ,38
new_cost: ,40
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,30
new_cost: ,34
new_cost: ,34
new_cost: ,38
new_cost: ,34
new_cost: ,34
new_cost: ,30
new_cost: ,28
new_cost: ,26
new_cost: ,28
new_cost: ,20
new_cost: ,24
new_cost: ,20
new_cost: ,22
new_cost: ,20
new_cost: ,22
new_cost: ,28
new_cost: ,26
new_cost: ,28
new_cost: ,26
new_cost: ,30
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,30
new_cost: ,34
new_cost: ,40
new_cost: ,32
new_cost: ,30
new_cost: ,28
new_cost: ,34
new_cost: ,28
new_cost: ,28
new_cost: ,32
new_cost: ,30
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,30
new_cost: ,30
new_cost: ,26
new_cost: ,26
new_cost: ,30
new_cost: ,28
new_cost: ,26
new_cost: ,28
new_cost: ,28
new_cost: ,32
new_cost: ,42
new_cost: ,34
new_cost: ,44
new_cost: ,56
new_cost: ,48
new_cost: ,56
new_cost: ,52
new_cost: ,48
new_cost: ,48
new_cost: ,40
new_cost: ,40
new_cost: ,38
new_cost: ,38
new_cost: ,48
new_cost: ,46
new_cost: ,36
new_cost: ,38
new_cost: ,32
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,28
new_cost: ,34
new_cost: ,36
new_cost: ,34
new_cost: ,36
new_cost: ,34
new_cost: ,38
new_cost: ,34
new_cost: ,28
new_cost: ,28
new_cost: ,34
new_cost: ,36
new_cost: ,34
new_cost: ,38
new_cost: ,34
new_cost: ,36
new_cost: ,36
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,26
new_cost: ,30
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,24
new_cost: ,24
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,32
new_cost: ,32
new_cost: ,30
new_cost: ,30
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,28
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,28
new_cost: ,26
new_cost: ,26
new_cost: ,622
new_cost: ,324
new_cost: ,326
new_cost: ,326
new_cost: ,326
new_cost: ,24
new_cost: ,38
new_cost: ,42
new_cost: ,44
new_cost: ,42
new_cost: ,42
new_cost: ,44
new_cost: ,48
new_cost: ,48
new_cost: ,44
new_cost: ,40
new_cost: ,44
new_cost: ,48
new_cost: ,46
new_cost: ,54
new_cost: ,56
new_cost: ,52
new_cost: ,48
new_cost: ,48
new_cost: ,38
new_cost: ,38
new_cost: ,36
new_cost: ,42
new_cost: ,40
new_cost: ,32
new_cost: ,32
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,28
new_cost: ,28
new_cost: ,26
new_cost: ,26
new_cost: ,24
new_cost: ,38
new_cost: ,38
new_cost: ,28
new_cost: ,30
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,24
new_cost: ,34
new_cost: ,32
new_cost: ,34
new_cost: ,34
new_cost: ,34
new_cost: ,26
new_cost: ,28
new_cost: ,26
new_cost: ,24
new_cost: ,26
new_cost: ,26
new_cost: ,32
new_cost: ,32
new_cost: ,36
new_cost: ,34
new_cost: ,38
new_cost: ,34
new_cost: ,36
new_cost: ,36
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,36
new_cost: ,34
new_cost: ,34
new_cost: ,34
new_cost: ,36
new_cost: ,42
new_cost: ,42
new_cost: ,44
new_cost: ,44
new_cost: ,40
new_cost: ,46
new_cost: ,46
new_cost: ,40
new_cost: ,40
new_cost: ,42
new_cost: ,48
new_cost: ,48
new_cost: ,46
new_cost: ,46
new_cost: ,26
new_cost: ,28
new_cost: ,46
new_cost: ,26
new_cost: ,42
new_cost: ,48
new_cost: ,54
new_cost: ,54
new_cost: ,38
new_cost: ,38
new_cost: ,42
new_cost: ,46
new_cost: ,48
new_cost: ,44
new_cost: ,44
new_cost: ,34
new_cost: ,34
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,34
new_cost: ,30
new_cost: ,34
new_cost: ,28
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,28
new_cost: ,38
new_cost: ,38
