test,cost
new_cost: ,930
new_cost: ,686
new_cost: ,348
new_cost: ,338
new_cost: ,22
new_cost: ,932
new_cost: ,936
new_cost: ,936
new_cost: ,936
new_cost: ,642
new_cost: ,630
new_cost: ,650
new_cost: ,652
new_cost: ,664
new_cost: ,660
new_cost: ,60
new_cost: ,60
new_cost: ,52
new_cost: ,48
new_cost: ,56
new_cost: ,54
new_cost: ,56
new_cost: ,58
new_cost: ,50
new_cost: ,54
new_cost: ,926
new_cost: ,630
new_cost: ,332
new_cost: ,342
new_cost: ,340
new_cost: ,338
new_cost: ,330
new_cost: ,330
new_cost: ,332
new_cost: ,348
new_cost: ,350
new_cost: ,48
new_cost: ,52
new_cost: ,52
new_cost: ,52
new_cost: ,48
new_cost: ,62
new_cost: ,60
new_cost: ,64
new_cost: ,62
new_cost: ,62
new_cost: ,60
new_cost: ,62
new_cost: ,60
new_cost: ,60
new_cost: ,62
new_cost: ,50
new_cost: ,44
new_cost: ,42
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,28
new_cost: ,936
new_cost: ,938
new_cost: ,646
new_cost: ,348
new_cost: ,346
new_cost: ,352
new_cost: ,358
new_cost: ,358
new_cost: ,58
new_cost: ,64
new_cost: ,68
new_cost: ,62
new_cost: ,66
new_cost: ,66
new_cost: ,70
new_cost: ,72
new_cost: ,62
new_cost: ,60
