test,cost
new_cost: ,936
new_cost: ,334
new_cost: ,326
new_cost: ,326
new_cost: ,326
new_cost: ,326
new_cost: ,324
new_cost: ,324
new_cost: ,324
new_cost: ,324
new_cost: ,324
new_cost: ,66
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,1220
new_cost: ,934
new_cost: ,926
new_cost: ,922
new_cost: ,338
new_cost: ,332
new_cost: ,330
new_cost: ,326
new_cost: ,324
new_cost: ,324
new_cost: ,32
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,26
